Id,SalePrice
1461,124478.96027003646
1462,150010.3974217945
1463,179256.99765890872
1464,184256.2135370953
1465,194280.94283645911
1466,183046.8340563377
1467,170058.0613524472
1468,175533.63409276903
1469,184083.69897675552
1470,127933.10542064588
1471,202592.84847497626
1472,100136.3085930546
1473,103843.07911395495
1474,154830.82820386585
1475,124665.17457216152
1476,335294.05202143796
1477,253444.04350655025
1478,300922.9877236674
1479,299518.3586032879
1480,384267.97828445316
1481,301153.1657110968
1482,207586.4207367119
1483,186017.86161186598
1484,178830.65986944878
1485,179329.244261624
1486,198310.99280631082
1487,300931.2809374732
1488,242966.28016869214
1489,198763.93797887498
1490,215905.69660539163
1491,196047.89609727808
1492,103242.19185807431
1493,176982.95778014627
1494,288605.7985126674
1495,277624.18685071106
1496,232907.01560168315
1497,184602.7147533974
1498,162047.6861102771
1499,160379.56423947882
1500,160673.14955959006
1501,169858.0082809965
1502,164158.43283061145
1503,257259.83082609228
1504,221725.54795024748
1505,218723.1315605241
1506,181399.12297157155
1507,236004.9015691256
1508,190052.2468686099
1509,158275.78693579027
1510,149959.0050287711
1511,148753.14152649345
1512,174369.08458675453
1513,149177.37687117237
1514,152021.67696673574
1515,187168.7087219082
1516,152752.96181110144
1517,148766.96280222267
1518,141905.11435192614
1519,221948.4881134154
1520,138944.94026484102
1521,140474.72056846568
1522,162467.92164431617
1523,119921.5061086429
1524,120723.47610723788
1525,125672.6840493275
1526,125681.37287733686
1527,111699.2116544628
1528,126115.97033583334
1529,140795.21507577554
1530,165992.06304166632
1531,133471.4490305433
1532,104341.87499977117
1533,138948.20325513635
1534,118774.0758691404
1535,148185.17478579865
1536,120857.49507423285
1537,101286.33512843106
1538,142847.7665734581
1539,182069.26823039947
1540,128875.56232315591
1541,138470.268603377
1542,137152.84557678143
1543,170044.95453225126
1544,89603.80352531746
1545,107184.42095234693
1546,122941.56427975842
1547,134222.48127182564
1548,124686.6567575614
1549,114967.37956147235
1550,139903.50759555303
1551,122568.47873134576
1552,145838.19390142642
1553,134585.19876621338
1554,114347.5917228621
1555,164497.01300923634
1556,104841.82830475649
1557,124231.99110466901
1558,103650.68675346511
1559,116512.56635461109
