Id,SalePrice
1461,122746.16250848919
1462,159266.39064129346
1463,183811.94909300518
1464,189712.55340346348
1465,189033.63605403024
1466,179018.97244241013
1467,174231.34725067913
1468,173861.27801740175
1469,175629.67431520455
1470,122333.11135047604
1471,201402.88145055328
1472,94694.80332022384
1473,100047.36264023876
1474,151802.34122991463
1475,113366.08160288501
1476,375648.77068224596
1477,240594.17551958514
1478,286735.45317075466
1479,267833.6887537816
1480,494857.0329468301
1481,323758.1769081851
1482,206300.66547948198
1483,182337.09826679228
1484,165599.30616366272
1485,177444.73355430108
1486,189109.16301976232
1487,316005.21834541234
1488,235359.83027429998
1489,204441.89598810274
1490,216676.1620578404
1491,194288.15069252226
1492,101648.1048825197
1493,181387.35777120353
1494,304386.24832490005
1495,275680.1955905647
1496,227443.57008562784
1497,180773.4549419184
1498,160178.30616010074
1499,157581.6344445422
1500,159536.32043191098
1501,171674.52487457063
1502,153464.84218966903
1503,291962.2871728103
1504,230809.9437539632
1505,221629.27020942475
1506,181093.6904249313
1507,253144.2833402199
1508,205937.69314097695
1509,157198.1180508937
1510,147185.02294669286
1511,144571.84464476863
1512,172697.49074242383
1513,146645.83607479488
1514,150074.81674880718
1515,208350.09280652608
1516,150510.15918454656
1517,159312.97428119276
1518,136022.3563375768
1519,226300.0964397138
1520,137364.86344552352
1521,138398.59394600434
1522,164911.10770305307
1523,115152.23894679452
1524,118475.6814617168
1525,123661.0507061107
1526,122456.68940794568
1527,106979.65307715215
1528,127010.79291890765
1529,144286.3606021017
1530,169444.10667584918
1531,125394.30571720978
1532,98816.89858646678
1533,148275.22749310342
1534,119556.90025409857
1535,152083.22082638936
1536,109605.70369109102
1537,76514.31028334844
1538,140409.47710665286
1539,189507.914131625
1540,99919.72978077832
1541,142939.010141336
1542,132361.77127596986
1543,202165.16573904894
1544,80947.61251112554
1545,99901.85241815484
1546,120346.38535990592
1547,135006.98322609373
1548,126703.912696728
1549,113641.3836646074
1550,135068.28431736273
1551,115754.74088972784
1552,138678.22300313067
1553,135271.433585155
1554,108762.60355448187
1555,178913.65533596487
1556,85049.24781083404
1557,113755.79437596216
1558,94424.41974018706
1559,89525.36421013549
1560,134772.87097531292
1561,145448.85483630415
1562,126130.51147443798
1563,120241.34725454371
1564,164290.71440422564
1565,149228.93111014535
1566,238177.1722823495
1567,80641.35078707167
1568,238686.4369017516
1569,138554.55538860208
1570,137374.3434362504
1571,122997.86117880122
1572,145874.91814912044
1573,234631.44865903907
1574,122573.0166802607
1575,221131.06405420983
1576,234988.51249351853
1577,194408.47699074613
1578,151502.26429960583
1579,139994.37148203445
1580,191337.1179745607
1581,149452.41834896727
1582,126919.94416017203
1583,332055.81015255203
1584,236143.25489775476
1585,145064.74717322562
1586,78153.49676571401
1587,99644.55086218154
1588,144281.82441556433
1589,104316.63583206438
1590,132556.0295044845
1591,98046.00743878057
1592,127271.51925394594
1593,118616.27560561079
1594,125084.89176166855
1595,111267.56732038522
1596,238240.1350566532
1597,183019.85767878624
1598,195890.38337752837
1599,167101.99236497236
1600,173434.6771419344
1601,72761.71328913975
1602,108908.48659213257
1603,75820.68139583588
1604,266336.20532094187
1605,239969.33785338682
1606,167870.17224858617
1607,164318.1381125483
1608,212032.89141193213
1609,189379.56503923328
1610,156178.1219082068
1611,149661.0631435735
1612,175624.46384219558
1613,171397.40715570323
1614,116956.24936484215
1615,88151.75052169562
1616,75278.19459992953
1617,88827.22626241978
1618,125323.23546087161
1619,139115.52514823602
1620,164768.26662273225
1621,138646.70310775592
1622,141100.7931745217
1623,270595.0002883725
1624,221318.30702102915
1625,119780.72263176902
1626,164877.99900899388
1627,185407.94317018136
1628,268791.81559333246
1629,172278.78583846585
1630,354111.15831056813
1631,208898.84531164644
1632,251527.1595459023
1633,173996.46778158602
1634,189532.91525338375
1635,182579.76710809895
1636,158712.15360700202
1637,185204.65899662307
1638,204799.03328513747
1639,179609.944494115
1640,248079.23763131493
1641,179014.638914957
1642,218012.6664746916
1643,221043.02109191712
1644,227051.68046065143
1645,183976.21247118647
1646,155921.40854431523
1647,148283.88680469478
1648,137849.8120978844
1649,142566.22708030173
1650,118352.33372559797
1651,123054.46403574027
1652,96631.22241120526
1653,93878.17382002764
1654,148518.22879302295
1655,145892.14301282298
1656,149894.99925294882
1657,150163.89327055152
1658,151534.6714904011
1659,126227.35085890352
1660,161995.79605577263
1661,445640.11332355905
1662,381719.5926033019
1663,395664.284653418
1664,435249.6837894766
1665,316276.8006531084
1666,325656.6676018824
1667,354527.06349082757
1668,347998.23834835214
1669,289715.5027091101
1670,345709.222993029
1671,269554.1640239652
1672,471336.07024425827
1673,293928.4280467408
1674,250394.15503170705
1675,194003.3747272574
1676,194401.4756685111
1677,221783.12421216353
1678,450397.9099405787
1679,410785.53494173865
1680,345570.17125281866
1681,251048.24751992914
1682,302081.14912740956
1683,186023.91264830084
1684,177845.0903150367
1685,175686.06974241862
1686,174778.92619404464
1687,168757.78462548627
1688,188121.5806988613
1689,191769.9526318748
1690,190217.27170897843
1691,182084.2725771981
1692,259111.76245028916
1693,167888.54276689328
1694,183378.276437563
1695,166681.1236961559
1696,273893.24358158687
1697,166890.11844791143
1698,342172.66785279027
1699,343564.8313180547
1700,247419.6940949322
1701,263332.8664977328
1702,246079.00756010183
1703,250849.07756420382
1704,289135.7946185154
1705,231738.87595612588
1706,361006.36777635117
1707,216041.12239451663
1708,215846.68037825063
1709,261086.06235642417
1710,219133.0729423506
1711,252724.3811057458
1712,253326.3324290053
1713,275475.1059002703
1714,213214.93987226562
1715,198057.93207650358
1716,182412.62899782916
1717,166832.7757271749
1718,128138.87643578817
1719,198766.36035440725
1720,230096.60912849958
1721,169126.53606800726
1722,119636.45365489261
1723,153265.9050574851
1724,215393.89790301188
1725,235128.3859839994
1726,190348.69277453917
1727,169900.1090168678
1728,181385.11736319723
1729,166668.16782463805
1730,159315.87903278501
1731,123627.27494649467
1732,127246.09709360733
1733,121978.09914310074
1734,123806.96345758314
1735,134311.6715029057
1736,118952.31723423304
1737,354568.83837002283
1738,222094.52022628966
1739,269385.2153605675
1740,223399.86945850955
1741,192188.60434424397
1742,170405.2889134895
1743,175260.2169547309
1744,302172.14743873634
1745,223943.04745478646
1746,190737.77836493388
1747,216293.83658067702
1748,218878.05427478367
1749,156402.87241286298
1750,133030.23633132275
1751,235395.07348678412
1752,122205.84700568872
1753,147444.472451443
1754,195936.37934556307
1755,173216.85709231452
1756,128073.18248381514
1757,118241.53009941512
1758,146084.29304638092
1759,167955.20334140107
1760,167667.77727917666
1761,144516.75961549117
1762,176123.87258141144
1763,171558.1583870481
1764,116009.88038224605
1765,166450.09290421952
1766,172224.98108223302
1767,214847.97190398347
1768,147350.57431634323
1769,170179.08071793307
1770,147167.28467424575
1771,129223.75563244842
1772,141551.36069505048
1773,132238.38990440132
1774,131983.1088731074
1775,134075.81395293685
1776,117495.27493717699
1777,112893.62521551977
1778,137782.92919644958
1779,117492.00337356504
1780,162586.27167114124
1781,131235.02301685637
1782,88986.9977744911
1783,135639.34925983104
1784,93408.61779748449
1785,115039.83972289665
1786,150009.9994880238
1787,165947.67759174627
1788,66856.47603570053
1789,92533.17073642407
1790,83591.17389728477
1791,179935.48098047893
1792,156753.32458984133
1793,129549.09972174795
1794,145355.2008615789
1795,135430.3630724409
1796,121086.13682461069
1797,116227.89958284108
1798,125594.29122911976
