Id,SalePrice
1461,123009.2521242491
1462,162768.2989286468
1463,182211.93592546598
1464,191966.29462497152
1465,192884.4779381121
1466,176673.183314718
1467,176002.29426032404
1468,170310.70294985935
1469,179431.38110439407
1470,121726.26112069971
1471,195910.10160315485
1472,96235.33506972984
1473,98767.24871102169
1474,150094.56542534736
1475,114115.62354476935
1476,370208.6327627671
1477,246026.1721433133
1478,288010.4438370513
1479,273376.22076183365
1480,500528.39133273624
1481,324443.35287908517
1482,205908.6315151976
1483,180218.44471917182
1484,165736.2567736129
1485,178980.4567155083
1486,189907.18444191484
1487,321589.70843548723
1488,233801.64668908413
1489,201584.53615536154
1490,223928.20923928166
1491,194612.90573538162
1492,99216.1173050428
1493,174321.09319751136
1494,300875.0308161866
1495,278770.01029508817
1496,229114.0725708461
1497,181329.86070184235
1498,169510.59634482203
1499,158625.99478315108
1500,158213.94990553122
1501,174516.97550571014
1502,153647.24808386786
1503,289493.5555989429
1504,234193.48690389827
1505,223672.62456024403
1506,182510.5604513861
1507,255233.90387233105
1508,203228.1652575025
1509,156976.72077118754
1510,146379.78534888028
1511,152817.63222212467
1512,173832.45572398478
1513,144682.646088534
1514,155240.77956387977
1515,204029.3639744001
1516,150133.0965883125
1517,159847.09219799662
1518,134688.28946714502
1519,222625.0418830306
1520,134622.8320725021
1521,136818.12917746263
1522,168572.45084779718
1523,114669.44030376997
1524,119557.45215612368
1525,123263.35297508656
1526,119120.90159033985
1527,107869.35454615828
1528,130031.33362219797
1529,148054.24049704027
1530,174803.33062799848
1531,121167.97261022098
1532,97892.00807363115
1533,148181.6805299608
1534,123016.82391905024
1535,148337.93250146921
1536,108723.01097922777
1537,72606.36270505536
1538,140218.6013402319
1539,191482.4148574063
1540,94832.13324238744
1541,139267.92120455578
1542,137862.14301710625
1543,195616.69523852464
1544,83955.10029996019
1545,104785.40015047115
1546,126070.89573755015
1547,135468.2167356482
1548,130247.17178543397
1549,117261.59708936945
1550,134636.92832252823
1551,113716.97959037626
1552,137973.13101742265
1553,134841.876062902
1554,111366.46952228247
1555,173742.3597271112
1556,87948.41139531242
1557,112853.83660060883
1558,97947.02183726004
1559,77709.30595100233
1560,134843.00890063623
1561,137133.40922017168
1562,129157.51741966656
1563,120674.35181737543
1564,164239.71689880468
1565,147460.1430387536
1566,234653.31552636818
1567,81351.53619577206
1568,240373.0523124724
1569,137218.01248098406
1570,136192.9873805037
1571,121555.29694379374
1572,144493.411104919
1573,228413.53101135863
1574,121268.61431436795
1575,219266.80555674585
1576,235258.3556035553
1577,189270.2086772187
1578,147723.5912431263
1579,140592.11614213153
1580,191531.9387414602
1581,150335.56715289218
1582,126972.41413154852
1583,325423.21558915934
1584,232690.54293180062
1585,144092.48745792283
1586,78846.06732768561
1587,104002.92322868148
1588,145190.77328980502
1589,103215.35711049725
1590,132742.11508200434
1591,96642.45058324593
1592,123645.65949556517
1593,121164.08203677332
1594,125196.95083448467
1595,109693.73803674459
1596,233910.28440097076
1597,186983.8308458038
1598,201784.20476145728
1599,164828.2431585373
1600,167484.30310867733
1601,73733.89266072758
1602,112989.09676788874
1603,71634.26042678686
1604,265339.9969907869
1605,238960.36252571325
1606,167178.25119068642
1607,170131.30920103475
1608,211480.43500532102
1609,187796.23773191913
1610,155071.2064499509
1611,143710.05844622932
1612,174836.40575296804
1613,169847.21330660782
1614,115161.296971262
1615,87986.90871270862
1616,76481.10374902669
1617,89963.83469969481
1618,130039.13083386814
1619,139713.05621964292
1620,165362.21845130593
1621,137739.72129408058
1622,141623.69037028408
1623,264824.6761470863
1624,217956.55758236448
1625,120073.23825417175
1626,166068.4915551579
1627,188323.44916535422
1628,267244.0040436513
1629,172643.69217444927
1630,361925.9847145258
1631,215840.55347511946
1632,249701.8202513187
1633,172839.49065348227
1634,188071.75456230118
1635,180016.45605237235
1636,157773.1105634723
1637,192223.59034873985
1638,198176.6276088081
1639,180535.19043754047
1640,246615.9007122454
1641,178433.02833516838
1642,225075.11568542902
1643,223702.55331677818
1644,227786.75540438268
1645,197670.98858247974
1646,156784.88219598844
1647,150431.70679101735
1648,134595.0218626783
1649,141654.96079816588
1650,117096.27383531493
1651,122345.07739120092
1652,97568.84725013663
1653,96535.17626506362
1654,148227.37329542002
1655,141831.24024448448
1656,147073.5789735992
1657,150614.96959653098
1658,150998.09517867147
1659,126293.42501802936
1660,158497.18862511366
1661,451672.04755421274
1662,387954.5490664918
1663,389908.30220687547
1664,494923.530012902
1665,311217.65977598255
1666,319678.22782003693
1667,360795.62447160936
1668,342980.30546446325
1669,292111.8596304309
1670,344332.03619641677
1671,273071.387972049
1672,465108.66577704507
1673,295427.64236918895
1674,249989.71730752804
1675,196289.30968453133
1676,194799.73925315926
1677,220442.32814038944
1678,461816.1855255457
1679,402790.8332617284
1680,335027.02438325767
1681,245773.37992256446
1682,305540.19745894894
1683,188908.13518483037
1684,177752.00863186043
1685,175181.65595562218
1686,172974.2795515513
1687,168575.18514215495
1688,187911.69922907656
1689,191452.20782177537
1690,191756.33444132144
1691,183267.1797529184
1692,254703.8583788642
1693,168285.69451549102
1694,182631.13318090487
1695,167197.42440402388
1696,276473.03847101005
1697,168326.3687504048
1698,345161.9507827074
1699,335999.9762113746
1700,250801.2720107259
1701,264034.86475168733
1702,245686.66971936746
1703,247982.34188622152
1704,286775.6230320589
1705,230677.8950088176
1706,294218.84188485687
1707,213481.81871633348
1708,211535.09721126352
1709,261672.03287605112
1710,218861.7933114967
1711,256733.53236009218
1712,254791.81335494845
1713,275275.74779121595
1714,214644.12539262345
1715,200614.29873464306
1716,182930.61396766125
